course_title	url	level	main_subject	specific_subject
Budget preparation for an EU project proposal	https://www.udemy.com/budget-preparation-for-an-eu-project-proposal/	Intermediate Level	Business Finance	Management
Corporate Finance and Alternative Investment for CFA L1	https://www.udemy.com/corporate-finance-and-alternative-investment-for-cfa-l1/	All Levels	Business Finance	Investment
Don't Let Your Customers Run Your Business	https://www.udemy.com/dont-let-your-customers-run-your-business/	Intermediate Level	Business Finance	Management
Stock Trading: Insider Tips For Determining Market Direction	https://www.udemy.com/stock-trading-stock-market-direction/	All Levels	Business Finance	Trading
TopTrader Academy - Complete Options Course	https://www.udemy.com/toptraderacademy-complete-options-course/	All Levels	Business Finance	Trading
Working Capital Management for Entrepreneurs	https://www.udemy.com/working-capital-management-of-tata-motors-limited/	Expert Level	Business Finance	Accounting
Learn Quickbooks to maintain books properly	https://www.udemy.com/learn-quickbooks-to-maintain-books-properly/	Beginner Level	Business Finance	Technical
CFA Level I Foundation: Introduction to Financial Reporting	https://www.udemy.com/cfa-foundation-financial-reporting/	Beginner Level	Business Finance	Modeling
Intermediate Accounting 1: Easy. Fast. Simple!	https://www.udemy.com/intermediateaccounting/	Intermediate Level	Business Finance	Accounting
What is Bitcoin	https://www.udemy.com/what-is-bitcoin/	All Levels	Business Finance	Cryptocurrency
Accounting Concepts For Technocrats	https://www.udemy.com/accounting-concepts-for-technocrats/	Beginner Level	Business Finance	Accounting
Beginner Financial Analysis: Invest Like Warren Buffett	https://www.udemy.com/beginner-financial-analysis-invest-like-warren-buffett/	Beginner Level	Business Finance	Analysis
Advance Technical Analysis	https://www.udemy.com/advance-technical-analysis/	Expert Level	Business Finance	Analysis
The Everyday Investor: Building Wealth with Venture Capital	https://www.udemy.com/the-everyday-investor/	Intermediate Level	Business Finance	Investment
QuickBooks Online : Inventory Management For Non-Finance	https://www.udemy.com/quickbooks-online-inventory-management-for-non-finance/	All Levels	Business Finance	Technical
Law Matters	https://www.udemy.com/law-matters/	Beginner Level	Business Finance	Management
Learn to Trade for Profit: Finding Winning Stocks - Chinese	https://www.udemy.com/trade-for-profit-how-to-find-and-trade-stocks-successfully-chinese/	All Levels	Business Finance	Trading
Financial Accounting Part 2 - Passing The Class	https://www.udemy.com/financial-accounting-part-2-passing-the-class/	Beginner Level	Business Finance	Accounting
Simple Options Trading System	https://www.udemy.com/safe-and-easy-options-trading/	Intermediate Level	Business Finance	Trading
Investments and Financial Markets	https://www.udemy.com/investments-and-financial-markets/	Beginner Level	Business Finance	Investment
Legal Accounting	https://www.udemy.com/solicitors-accounts/	All Levels	Business Finance	Accounting
Accounting for School Students	https://www.udemy.com/cash-books-in-accountancy/	All Levels	Business Finance	Accounting
Learn To Trade The Forex Naked Price Action Acapulco Trade	https://www.udemy.com/forex-naked-price-action-acapulco-trade/	Intermediate Level	Business Finance	Trading
Certificate in MYOB AccountRight Premier 2017 Course	https://www.udemy.com/certificate-in-myob-accountright-premier-2016-valued-1250/	All Levels	Business Finance	Accounting
Master The Psychology of Forex & Binary Options Trading	https://www.udemy.com/master-the-psychology-of-forex-binary-options-trading/	Intermediate Level	Business Finance	Trading
Learn to Pick the Right Stock Broker Account	https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/	Beginner Level	Business Finance	Trading
Profit During Crashing Markets: A Step-by-Step Guide	https://www.udemy.com/profit-during-crashing-markets-a-step-by-step-guide/	All Levels	Business Finance	Stock Market
Introduction to Futures & Options	https://www.udemy.com/introduction-to-futures-options/	All Levels	Business Finance	Investment
Learn To Invest In 7 Steps	https://www.udemy.com/learn-to-invest/	Beginner Level	Business Finance	Investment
Sell like a Pro: Insider Secrets of Successful Selling!	https://www.udemy.com/sell-like-a-pro-inside-secrets-of-successful-selling-y/	All Levels	Business Finance	Trading
3 Little Pigs: A Multiple Timeframe Forex Trading Strategy	https://www.udemy.com/3-little-pigs-a-multiple-timeframe-forex-trading-strategy/	All Levels	Business Finance	Trading
Basic Technical Analysis	https://www.udemy.com/basic-technical-analysis/	Beginner Level	Business Finance	Analysis
"Working Capital assessment for bankers, credit analysts"	https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/	Beginner Level	Business Finance	Analysis
Bookkeeping Practicals with Software	https://www.udemy.com/bookkeeping-practical-with-software/	Intermediate Level	Business Finance	Technical
Trading Basics in 30 minutes	https://www.udemy.com/trading-basics-in-30-minutes/	Beginner Level	Business Finance	Trading
Technical Charting	https://www.udemy.com/technical-charting/	Intermediate Level	Business Finance	Technical
Profits Turbo	https://www.udemy.com/profits-turbo/	Intermediate Level	Business Finance	Analysis
Nest Egg Investing	https://www.udemy.com/nest-egg-secrets/	Beginner Level	Business Finance	Investment
Economics for beginners - Various Concepts	https://www.udemy.com/economics-forms-of-market-and-perfect-competition/	Beginner Level	Business Finance	Management
Investing in Stocks & Shares	https://www.udemy.com/making-money-from-stocks-shares/	Beginner Level	Business Finance	Investment
Learn Financial Modeling from Scratch - Part 2	https://www.udemy.com/learn-financial-modeling-part-2/	All Levels	Business Finance	Modeling
Learn Financial Modeling from Scratch - Part 3	https://www.udemy.com/learn-financial-modeling-part-3/	All Levels	Business Finance	Modeling
A Practical Guide to Wealth Creation	https://www.udemy.com/wealth-creation/	All Levels	Business Finance	Investment
"'Geometry Of Chance strategy of defeating the roulette."""	https://www.udemy.com/geometry-of-chance-strategy-of-defeating-the-roulette/	Intermediate Level	Business Finance	Analysis
"Double Your Salary With Free, Local, Job Training Courses"	https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/	All Levels	Business Finance	Investment
Financial Modeling - Facebook Case Study	https://www.udemy.com/financial-modeling-facebook-case-study_in_excel/	All Levels	Business Finance	Modeling
Understanding Financial Derivatives	https://www.udemy.com/understanding-financial-derivatives/	Intermediate Level	Business Finance	Technical
Forex Basics: Learn how to read and analyze Forex charts	https://www.udemy.com/forex-basics-c/	Beginner Level	Business Finance	Trading
Forex - Help I cant Trade	https://www.udemy.com/forex-help-i-cant-trade/	All Levels	Business Finance	Trading
Start-up financial modeling for non-finance professionals	https://www.udemy.com/start-up-financial-modeling-for-non-finance-professionals/	All Levels	Business Finance	Modeling
The Fast Route to a Faster Financial Close	https://www.udemy.com/faster-financial-close/	Intermediate Level	Business Finance	Management
Easy Finance For Startups	https://www.udemy.com/easy-finance-for-startups/	Beginner Level	Business Finance	Management
"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text"	https://www.udemy.com/excel-4-accounting-bookkeeping-master-date-time-text/	All Levels	Business Finance	Technical
"Depreciation, Amortization and Depletion"	https://www.udemy.com/depreciation-amor/	Intermediate Level	Business Finance	Management
Breakeven Analysis and Pricing	https://www.udemy.com/breakeven-analysis-and-pricing/	All Levels	Business Finance	Analysis
Tally ERP Complete Training in Urdu / Hindi	https://www.udemy.com/tally-erp-complete-training-in-urdu/	All Levels	Business Finance	Accounting
Accounting Simplified	https://www.udemy.com/accounting-simplified/	All Levels	Business Finance	Accounting
Series 7: Intermediate Options	https://www.udemy.com/series-7-intermediate-options/	Intermediate Level	Business Finance	Investment
Accounting and Business Basics	https://www.udemy.com/accounting-and-business-basics/	All Levels	Business Finance	Accounting
Learn How To Successfully Trade Forex: In 5 Simple Steps	https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/	All Levels	Business Finance	Trading
The Intelligent Investor	https://www.udemy.com/the-intelligent-investor/	All Levels	Business Finance	Investment
Succeed in Futures Even if You Don't Know Where to Start	https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/	All Levels	Business Finance	Management
The Ultimate Fibonacci Trading Plan for Forex and Stocks	https://www.udemy.com/fibonacci-trading-strategy/	All Levels	Business Finance	Trading
Finance and Accounting for Startups	https://www.udemy.com/finance-and-accounting-for-startups/	All Levels	Business Finance	Accounting
Forex - Calculate Lot Size Like Pro	https://www.udemy.com/forex-calculate-lot-size-like-pro/	All Levels	Business Finance	Trading
The Complete Forex Trader	https://www.udemy.com/forextrader/	All Levels	Business Finance	Trading
Tape Reading: Learn how to read the tape for day trading	https://www.udemy.com/tape-reading-101-learn-how-to-read-the-tape-for-day-trading/	All Levels	Business Finance	Trading
4 Easy Daily Forex Trades: A Recipe for Trading Success	https://www.udemy.com/4dailytrades/	All Levels	Business Finance	Trading
An Intro into Trading the Financial Markets	https://www.udemy.com/an-intro-into-trading-the-financial-markets/	Beginner Level	Business Finance	Trading
Developing A Trading Strategy: Your Guide to Trading Success	https://www.udemy.com/developing-a-trading-strategy-your-guide-to-making-millions/	All Levels	Business Finance	Trading
How to Trade Commodity and Financial Futures for a Living!	https://www.udemy.com/trading-controlled-leverage-financial-and-commodity-futures/	All Levels	Business Finance	Trading
How to Trade Forex like a Hedge Fund: Long FX Strategies	https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/	All Levels	Business Finance	Trading
Complete Short Financial Ratio Course for Financial Analysis	https://www.udemy.com/financialratio/	All Levels	Business Finance	Analysis
How to Build Profitable FOREX Automated Trading Strategies!	https://www.udemy.com/how-to-build-profitable-automated-trading-strategies/	All Levels	Business Finance	Trading
Stock Trading Strategies: Profitable Trading in 7 Days.	https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/	All Levels	Business Finance	Trading
Management Accounting A Complete Study	https://www.udemy.com/management-accounting-a-complete-study/	All Levels	Business Finance	Management
Become a Career Day Trader: Asian-Pacific Futures Markets	https://www.udemy.com/become-a-career-day-trader/	All Levels	Business Finance	Trading
Equity Products	https://www.udemy.com/equity-products/	All Levels	Business Finance	Stock Market
Financial Accounting Part I - Passing the Class	https://www.udemy.com/severson-financial-accounting-part-one/	Beginner Level	Business Finance	Accounting
Accounting 102: Guide to Business Accounting	https://www.udemy.com/accounting-skills-a-businessman-must-haveintermediate-level/	Intermediate Level	Business Finance	Accounting
Monetizing Your Website: How to Add Cost-Per-Action (CPA) 	https://www.udemy.com/monetizing-your-website-how-to-add-cost-per-action-cpa/	All Levels	Business Finance	Technical
Advanced Finance and Accounting for Startups	https://www.udemy.com/advanced-finance-and-accounting-for-startups/	Intermediate Level	Business Finance	Accounting
Learn Stock Options: Options Made Simple 101	https://www.udemy.com/learn-to-trade-stock-options-options-made-simple/	Beginner Level	Business Finance	Stock Market
Banking Credit Analysis Process (for Bankers)	https://www.udemy.com/credit-analysis-process/	Beginner Level	Business Finance	Analysis
Professional Forex strategy	https://www.udemy.com/beginner-trading-forex-strategy/	Expert Level	Business Finance	Trading
A Beginners Guide to Technical Analysis of Stock Charts	https://www.udemy.com/beginners-guide-to-technical-analysis/	Beginner Level	Business Finance	Analysis
Get out of Debt - The Power of Using Compounding Interest	https://www.udemy.com/get-out-of-debt-the-power-of-using-compounding-interest/	All Levels	Business Finance	Management
Day Trading - Learn to Day Trade / Swing Trade In One Hour.	https://www.udemy.com/the-123-trading-strategy-learn-to-trade-in-one-hour/	All Levels	Business Finance	Trading
Financial Accounting Made Easy for All	https://www.udemy.com/financialaccounting/	All Levels	Business Finance	Accounting
